label,text
misleading," The Corona Cooking Survey shows that both men and women bake more often, that men enjoyed cooking more before quarantine, but that the difference with women has narrowed in recent weeks. Women in particular continue to find dining together more important."
false," “Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.”"
false, A Facebook post names several claims about the name “COVID-19” including that is an acronym for ‘See a Sheep Surrender’.
false," Tunisia announces in the coming hours that its sea, air and land borders will be closed again to counter Covid-19."
false, Boldo tea and quina quina tea prevent and even cure COVID-19.
false," Muy Interesante magazine already spoke in 2014 about the current coronavirus, as some content that is being spread affirm."
false, The President of Madagascar said he received a bribe from the World Health Organization for having a cure for the coronavirus.
false," WHO says Coronavac, vaccine produced by Sinovac Biotech, hasn’t been tested anywhere in the world before Brazil."
false," The cure for coronavirus: ginger, lemon, onion and garlic."
false, Nurse says Brazilian states and municipalities earn federal funding for every death recorded for COVID-19.
misleading," Fighting COVID-19, the authorities have banned everything favorable to health."
false," Bill Gates, who is supporting COVID-19 vaccine research, visited in New Zealand during May."
false," When symptoms of COVID-19 appear, people should take azithromycin, ivermectin and Anitta."
false," A picture which would show a mother and her premature baby in a hospital, both infected with Covid-19."
false," A viral image of a doctor who died from treating patients with coronavirus at the Llano de Corrientes Hospital, Argentina."
false, The U.S. Occupational Safety and Health Administration (OSHA) says masks don’t work and violate OSHA oxygen levels.
false," A video claims to have been recorded at the Hospital La Margarita, in Puebla. Images of patients in the hallway allegedly with COVID-19 and a hospital floor full of bags containing dead bodies."
misleading," A picture which would show Vicenza football team supporters partying in the street after the team’s promotion, during the Covid-19 emergency in Italy."
misleading," Few people have died of the new coronavirus, so one should not be afraid of it."
misleading," A picture from Beirut, the capital of Lebanon in 1918, as if history repeats itself during the days of the spread of the Spanish flu."
misleading," An article stating that Italian authorities knew about a promising drug that could cure Covid-19, but they ignored it."
false, Consuming seawater with lemon prevent the spread of COVID-19.
false," Donald Trump said Brazil is the only country in which the Supreme Court is hampering the national government’s ability to deal with COVID-19. Also, he criticized Brazilian state governors."
false, Senegalese doctor says chloroquine is the secret for a very low number of deaths by COVID-19 in Senegal.
false," Photos claimed to show 1,200 people buried in Italy."
misleading," Iván Duque Márquez, president of Colombia, compares COVID-19 figures with other countries without due context."
false, The Argentinian company La Campagnola closed due to quarantine measures.
misleading, Video of patients dancing in a COVID-19 quarantine centre is from Mumbai.
false," CoronaVac, vaccine that is being developed in China and will be tested in Brazil, was not tested anywhere else in the world."
false," CoronaVac, a vaccine that is being developed in China and will be tested in Brazil, was only tested on monkeys."
false," While the world was worried with COVID-19, Chinese companies were able to purchase Volvo, Pirelli, Thomas Cook and part of Mercedes Benz."
false," A photo of Joice Hasselmann, Brazilian federal deputy (representative) who recently was diagnosed with COVID-19, walking on a hospital corridor without a mask. The caption states she is faking the disease."
false," SARS-CoV-2 is a “bacterial infection,” not a virus."
false," Joice Hasselmann, brazilian federal deputy, appears without a mask in a photo in the hospital even after a positive diagnosis of COVID-19"
false," Two photos: one, of a swollen amygdala, the other, a healthy one. The caption says the first one is from a COVID-19 patient."
false, Gov. Gavin Newsom “has no legal authority” to make wearing face coverings mandatory in California.
misleading, Patricia Bullrich (former Minister of Security in Argentina): “Only 25% of Argentinian companies have come to have some help from the State”.
misleading," From June 24, Ukraine is going to restore strict lockdown."
false, President Trump’s claim that he inherited no ventilators from the Obama administration.
false," Video of a man dressed in white who recommends taking ivermectin, aspirin, and ibuprofen to treat COVID-19. That’s the formula they used in Australia."
